timestamp,price,rsi,ema_short,ema_medium,ema_long,bb_upper,bb_lower,bb_middle,volume,signal
2025-01-22 08:25:47,155.8965,39.6,155.89813,155.8997,155.83913,155.9105,155.88985,155.90017,106,SELL
2025-01-22 08:30:49,155.936,46.67,155.934,155.93392,155.9286,155.93669,155.93111,155.9339,98,BUY
2025-01-22 08:35:51,155.905,10.0,155.90406,155.91212,155.92334,155.92454,155.89491,155.90972,248,BUY
