timestamp,action,price,indicators,result
2025-01-20 22:16:07,analysis,1.03932,{'rsi': np.float64(37.99), 'ema_short': np.float64(1.03938), 'ema_medium': np.float64(1.03957), 'ema_long': np.float64(1.03896), 'bb_upper': np.float64(1.03989), 'bb_lower': np.float64(1.03917), 'bb_sma': np.float64(1.03953)},None
2025-01-20 22:16:08,analysis,1.03932,{'rsi': np.float64(37.99), 'ema_short': np.float64(1.03937), 'ema_medium': np.float64(1.03957), 'ema_long': np.float64(1.03898), 'bb_upper': np.float64(1.03989), 'bb_lower': np.float64(1.03914), 'bb_sma': np.float64(1.03952)},None
2025-01-20 22:16:09,analysis,1.03932,{'rsi': np.float64(37.99), 'ema_short': np.float64(1.03936), 'ema_medium': np.float64(1.03956), 'ema_long': np.float64(1.039), 'bb_upper': np.float64(1.03988), 'bb_lower': np.float64(1.03912), 'bb_sma': np.float64(1.0395)},None
2025-01-20 22:16:11,analysis,1.039315,{'rsi': np.float64(37.99), 'ema_short': np.float64(1.03935), 'ema_medium': np.float64(1.03954), 'ema_long': np.float64(1.03902), 'bb_upper': np.float64(1.03982), 'bb_lower': np.float64(1.03913), 'bb_sma': np.float64(1.03947)},None
2025-01-20 22:16:12,analysis,1.039315,{'rsi': np.float64(37.99), 'ema_short': np.float64(1.03933), 'ema_medium': np.float64(1.03951), 'ema_long': np.float64(1.03903), 'bb_upper': np.float64(1.03971), 'bb_lower': np.float64(1.03917), 'bb_sma': np.float64(1.03944)},None
2025-01-20 22:16:13,analysis,1.039315,{'rsi': np.float64(37.99), 'ema_short': np.float64(1.03933), 'ema_medium': np.float64(1.03947), 'ema_long': np.float64(1.03904), 'bb_upper': np.float64(1.03968), 'bb_lower': np.float64(1.03917), 'bb_sma': np.float64(1.03942)},None
2025-01-20 22:16:15,analysis,1.03932,{'rsi': np.float64(37.99), 'ema_short': np.float64(1.03932), 'ema_medium': np.float64(1.03945), 'ema_long': np.float64(1.03904), 'bb_upper': np.float64(1.03963), 'bb_lower': np.float64(1.03918), 'bb_sma': np.float64(1.03941)},None
2025-01-20 22:16:16,analysis,1.03933,{'rsi': np.float64(37.99), 'ema_short': np.float64(1.03932), 'ema_medium': np.float64(1.03943), 'ema_long': np.float64(1.03906), 'bb_upper': np.float64(1.03959), 'bb_lower': np.float64(1.03919), 'bb_sma': np.float64(1.03939)},None
2025-01-20 22:16:18,analysis,1.03933,{'rsi': np.float64(37.99), 'ema_short': np.float64(1.03932), 'ema_medium': np.float64(1.03941), 'ema_long': np.float64(1.03907), 'bb_upper': np.float64(1.03957), 'bb_lower': np.float64(1.03919), 'bb_sma': np.float64(1.03938)},None
2025-01-20 22:16:19,analysis,1.03933,{'rsi': np.float64(37.99), 'ema_short': np.float64(1.03932), 'ema_medium': np.float64(1.0394), 'ema_long': np.float64(1.03908), 'bb_upper': np.float64(1.0395), 'bb_lower': np.float64(1.03923), 'bb_sma': np.float64(1.03936)},None
2025-01-20 22:16:20,analysis,1.03933,{'rsi': np.float64(37.99), 'ema_short': np.float64(1.03932), 'ema_medium': np.float64(1.03938), 'ema_long': np.float64(1.0391), 'bb_upper': np.float64(1.03943), 'bb_lower': np.float64(1.03927), 'bb_sma': np.float64(1.03935)},None
