timestamp,action,price,indicators,result
2025-01-22 16:23:58,analysis,1.043895,{'rsi': 36.65480427045886, 'ema_short': 1.04405323442944, 'ema_medium': 1.0441386762782638, 'ema_long': 1.0439794749900773, 'bb_upper': 1.044685124985228, 'bb_lower': 1.0436273750147718, 'bb_sma': 1.04415625},None
2025-01-22 16:24:33,analysis,1.043845,{'rsi': 21.99170124481175, 'ema_short': 1.0439979271614577, 'ema_medium': 1.0441158012844867, 'ema_long': 1.0439763123937107, 'bb_upper': 1.044678327938152, 'bb_lower': 1.0436421720618476, 'bb_sma': 1.0441602499999998},None
2025-01-22 16:24:35,analysis,1.043845,{'rsi': 21.99170124481175, 'ema_short': 1.0439979271614577, 'ema_medium': 1.0441158012844867, 'ema_long': 1.0439763123937107, 'bb_upper': 1.044678327938152, 'bb_lower': 1.0436421720618476, 'bb_sma': 1.0441602499999998},None
2025-01-22 16:24:36,analysis,1.043845,{'rsi': 21.99170124481175, 'ema_short': 1.0439979271614577, 'ema_medium': 1.0441158012844867, 'ema_long': 1.0439763123937107, 'bb_upper': 1.044678327938152, 'bb_lower': 1.0436421720618476, 'bb_sma': 1.0441602499999998},None
2025-01-22 16:24:38,analysis,1.043845,{'rsi': 21.99170124481175, 'ema_short': 1.0439979271614577, 'ema_medium': 1.0441158012844867, 'ema_long': 1.0439763123937107, 'bb_upper': 1.044678327938152, 'bb_lower': 1.0436421720618476, 'bb_sma': 1.0441602499999998},None
2025-01-22 16:24:40,analysis,1.043845,{'rsi': 21.99170124481175, 'ema_short': 1.0439979271614577, 'ema_medium': 1.0441158012844867, 'ema_long': 1.0439763123937107, 'bb_upper': 1.044678327938152, 'bb_lower': 1.0436421720618476, 'bb_sma': 1.0441602499999998},None
2025-01-22 16:24:41,analysis,1.043845,{'rsi': 21.99170124481175, 'ema_short': 1.0439979271614577, 'ema_medium': 1.0441158012844867, 'ema_long': 1.0439763123937107, 'bb_upper': 1.044678327938152, 'bb_lower': 1.0436421720618476, 'bb_sma': 1.0441602499999998},None
2025-01-22 16:24:43,analysis,1.043845,{'rsi': 21.99170124481175, 'ema_short': 1.0439979271614577, 'ema_medium': 1.0441158012844867, 'ema_long': 1.0439763123937107, 'bb_upper': 1.044678327938152, 'bb_lower': 1.0436421720618476, 'bb_sma': 1.0441602499999998},None
2025-01-22 16:24:45,analysis,1.043845,{'rsi': 21.99170124481175, 'ema_short': 1.0439979271614577, 'ema_medium': 1.0441158012844867, 'ema_long': 1.0439763123937107, 'bb_upper': 1.044678327938152, 'bb_lower': 1.0436421720618476, 'bb_sma': 1.0441602499999998},None
2025-01-22 16:24:46,analysis,1.043845,{'rsi': 21.99170124481175, 'ema_short': 1.0439979271614577, 'ema_medium': 1.0441158012844867, 'ema_long': 1.0439763123937107, 'bb_upper': 1.044678327938152, 'bb_lower': 1.0436421720618476, 'bb_sma': 1.0441602499999998},None
2025-01-22 16:24:48,analysis,1.043845,{'rsi': 21.99170124481175, 'ema_short': 1.0439979271614577, 'ema_medium': 1.0441158012844867, 'ema_long': 1.0439763123937107, 'bb_upper': 1.044678327938152, 'bb_lower': 1.0436421720618476, 'bb_sma': 1.0441602499999998},None
2025-01-22 16:24:50,analysis,1.043845,{'rsi': 21.99170124481175, 'ema_short': 1.0439979271614577, 'ema_medium': 1.0441158012844867, 'ema_long': 1.0439763123937107, 'bb_upper': 1.044678327938152, 'bb_lower': 1.0436421720618476, 'bb_sma': 1.0441602499999998},None
2025-01-22 16:24:51,analysis,1.043845,{'rsi': 21.99170124481175, 'ema_short': 1.0439979271614577, 'ema_medium': 1.0441158012844867, 'ema_long': 1.0439763123937107, 'bb_upper': 1.044678327938152, 'bb_lower': 1.0436421720618476, 'bb_sma': 1.0441602499999998},None
2025-01-22 16:24:53,analysis,1.043845,{'rsi': 21.99170124481175, 'ema_short': 1.0439979271614577, 'ema_medium': 1.0441158012844867, 'ema_long': 1.0439763123937107, 'bb_upper': 1.044678327938152, 'bb_lower': 1.0436421720618476, 'bb_sma': 1.0441602499999998},None
2025-01-22 16:24:54,analysis,1.043845,{'rsi': 21.99170124481175, 'ema_short': 1.0439979271614577, 'ema_medium': 1.0441158012844867, 'ema_long': 1.0439763123937107, 'bb_upper': 1.044678327938152, 'bb_lower': 1.0436421720618476, 'bb_sma': 1.0441602499999998},None
2025-01-22 16:24:56,analysis,1.043845,{'rsi': 21.99170124481175, 'ema_short': 1.0439979271614577, 'ema_medium': 1.0441158012844867, 'ema_long': 1.0439763123937107, 'bb_upper': 1.044678327938152, 'bb_lower': 1.0436421720618476, 'bb_sma': 1.0441602499999998},None
2025-01-22 16:24:57,analysis,1.043845,{'rsi': 21.99170124481175, 'ema_short': 1.0439979271614577, 'ema_medium': 1.0441158012844867, 'ema_long': 1.0439763123937107, 'bb_upper': 1.044678327938152, 'bb_lower': 1.0436421720618476, 'bb_sma': 1.0441602499999998},None
2025-01-22 16:24:59,analysis,1.043845,{'rsi': 21.99170124481175, 'ema_short': 1.0439979271614577, 'ema_medium': 1.0441158012844867, 'ema_long': 1.0439763123937107, 'bb_upper': 1.044678327938152, 'bb_lower': 1.0436421720618476, 'bb_sma': 1.0441602499999998},None
2025-01-22 16:25:01,analysis,1.043845,{'rsi': 21.99170124481175, 'ema_short': 1.0439979271614577, 'ema_medium': 1.0441158012844867, 'ema_long': 1.0439763123937107, 'bb_upper': 1.044678327938152, 'bb_lower': 1.0436421720618476, 'bb_sma': 1.0441602499999998},None
2025-01-22 16:25:03,analysis,1.04395,{'rsi': 28.793774319065136, 'ema_short': 1.043971982079431, 'ema_medium': 1.0441065431498586, 'ema_long': 1.0439775413580694, 'bb_upper': 1.044664567895796, 'bb_lower': 1.043674932104204, 'bb_sma': 1.04416975},None
2025-01-22 16:25:04,analysis,1.04395,{'rsi': 28.793774319065136, 'ema_short': 1.043971982079431, 'ema_medium': 1.0441065431498586, 'ema_long': 1.0439775413580694, 'bb_upper': 1.044664567895796, 'bb_lower': 1.043674932104204, 'bb_sma': 1.04416975},None
2025-01-22 16:25:06,analysis,1.04395,{'rsi': 28.793774319065136, 'ema_short': 1.043971982079431, 'ema_medium': 1.0441065431498586, 'ema_long': 1.0439775413580694, 'bb_upper': 1.044664567895796, 'bb_lower': 1.043674932104204, 'bb_sma': 1.04416975},None
2025-01-22 16:25:08,analysis,1.04395,{'rsi': 28.793774319065136, 'ema_short': 1.043971982079431, 'ema_medium': 1.0441065431498586, 'ema_long': 1.0439775413580694, 'bb_upper': 1.044664567895796, 'bb_lower': 1.043674932104204, 'bb_sma': 1.04416975},None
2025-01-22 16:25:09,analysis,1.04395,{'rsi': 28.793774319065136, 'ema_short': 1.043971982079431, 'ema_medium': 1.0441065431498586, 'ema_long': 1.0439775413580694, 'bb_upper': 1.044664567895796, 'bb_lower': 1.043674932104204, 'bb_sma': 1.04416975},None
2025-01-22 16:25:11,analysis,1.04395,{'rsi': 28.793774319065136, 'ema_short': 1.043971982079431, 'ema_medium': 1.0441065431498586, 'ema_long': 1.0439775413580694, 'bb_upper': 1.044664567895796, 'bb_lower': 1.043674932104204, 'bb_sma': 1.04416975},None
2025-01-22 16:25:12,analysis,1.04395,{'rsi': 28.793774319065136, 'ema_short': 1.043971982079431, 'ema_medium': 1.0441065431498586, 'ema_long': 1.0439775413580694, 'bb_upper': 1.044664567895796, 'bb_lower': 1.043674932104204, 'bb_sma': 1.04416975},None
2025-01-22 16:25:14,analysis,1.04395,{'rsi': 28.793774319065136, 'ema_short': 1.043971982079431, 'ema_medium': 1.0441065431498586, 'ema_long': 1.0439775413580694, 'bb_upper': 1.044664567895796, 'bb_lower': 1.043674932104204, 'bb_sma': 1.04416975},None
2025-01-22 16:25:15,analysis,1.04395,{'rsi': 28.793774319065136, 'ema_short': 1.043971982079431, 'ema_medium': 1.0441065431498586, 'ema_long': 1.0439775413580694, 'bb_upper': 1.044664567895796, 'bb_lower': 1.043674932104204, 'bb_sma': 1.04416975},None
2025-01-22 16:25:17,analysis,1.04395,{'rsi': 28.793774319065136, 'ema_short': 1.043971982079431, 'ema_medium': 1.0441065431498586, 'ema_long': 1.0439775413580694, 'bb_upper': 1.044664567895796, 'bb_lower': 1.043674932104204, 'bb_sma': 1.04416975},None
2025-01-22 16:25:19,analysis,1.04395,{'rsi': 28.793774319065136, 'ema_short': 1.043971982079431, 'ema_medium': 1.0441065431498586, 'ema_long': 1.0439775413580694, 'bb_upper': 1.044664567895796, 'bb_lower': 1.043674932104204, 'bb_sma': 1.04416975},None
2025-01-22 16:25:20,analysis,1.04395,{'rsi': 28.793774319065136, 'ema_short': 1.043971982079431, 'ema_medium': 1.0441065431498586, 'ema_long': 1.0439775413580694, 'bb_upper': 1.044664567895796, 'bb_lower': 1.043674932104204, 'bb_sma': 1.04416975},None
2025-01-22 16:25:22,analysis,1.04395,{'rsi': 28.793774319065136, 'ema_short': 1.043971982079431, 'ema_medium': 1.0441065431498586, 'ema_long': 1.0439775413580694, 'bb_upper': 1.044664567895796, 'bb_lower': 1.043674932104204, 'bb_sma': 1.04416975},None
2025-01-22 16:25:23,analysis,1.04395,{'rsi': 28.793774319065136, 'ema_short': 1.043971982079431, 'ema_medium': 1.0441065431498586, 'ema_long': 1.0439775413580694, 'bb_upper': 1.044664567895796, 'bb_lower': 1.043674932104204, 'bb_sma': 1.04416975},None
2025-01-22 16:25:25,analysis,1.04395,{'rsi': 28.793774319065136, 'ema_short': 1.043971982079431, 'ema_medium': 1.0441065431498586, 'ema_long': 1.0439775413580694, 'bb_upper': 1.044664567895796, 'bb_lower': 1.043674932104204, 'bb_sma': 1.04416975},None
2025-01-22 16:25:26,analysis,1.04395,{'rsi': 28.793774319065136, 'ema_short': 1.043971982079431, 'ema_medium': 1.0441065431498586, 'ema_long': 1.0439775413580694, 'bb_upper': 1.044664567895796, 'bb_lower': 1.043674932104204, 'bb_sma': 1.04416975},None
2025-01-22 16:25:28,analysis,1.04395,{'rsi': 28.793774319065136, 'ema_short': 1.043971982079431, 'ema_medium': 1.0441065431498586, 'ema_long': 1.0439775413580694, 'bb_upper': 1.044664567895796, 'bb_lower': 1.043674932104204, 'bb_sma': 1.04416975},None
2025-01-22 16:25:29,analysis,1.04395,{'rsi': 28.793774319065136, 'ema_short': 1.043971982079431, 'ema_medium': 1.0441065431498586, 'ema_long': 1.0439775413580694, 'bb_upper': 1.044664567895796, 'bb_lower': 1.043674932104204, 'bb_sma': 1.04416975},None
2025-01-22 16:25:31,analysis,1.04395,{'rsi': 28.793774319065136, 'ema_short': 1.043971982079431, 'ema_medium': 1.0441065431498586, 'ema_long': 1.0439775413580694, 'bb_upper': 1.044664567895796, 'bb_lower': 1.043674932104204, 'bb_sma': 1.04416975},None
2025-01-22 16:25:32,analysis,1.04395,{'rsi': 28.793774319065136, 'ema_short': 1.043971982079431, 'ema_medium': 1.0441065431498586, 'ema_long': 1.0439775413580694, 'bb_upper': 1.044664567895796, 'bb_lower': 1.043674932104204, 'bb_sma': 1.04416975},None
2025-01-22 16:25:34,analysis,1.04395,{'rsi': 28.793774319065136, 'ema_short': 1.043971982079431, 'ema_medium': 1.0441065431498586, 'ema_long': 1.0439775413580694, 'bb_upper': 1.044664567895796, 'bb_lower': 1.043674932104204, 'bb_sma': 1.04416975},None
2025-01-22 16:25:35,analysis,1.04395,{'rsi': 28.793774319065136, 'ema_short': 1.043971982079431, 'ema_medium': 1.0441065431498586, 'ema_long': 1.0439775413580694, 'bb_upper': 1.044664567895796, 'bb_lower': 1.043674932104204, 'bb_sma': 1.04416975},None
2025-01-22 16:25:37,analysis,1.04395,{'rsi': 28.793774319065136, 'ema_short': 1.043971982079431, 'ema_medium': 1.0441065431498586, 'ema_long': 1.0439775413580694, 'bb_upper': 1.044664567895796, 'bb_lower': 1.043674932104204, 'bb_sma': 1.04416975},None
2025-01-22 16:25:38,analysis,1.04395,{'rsi': 28.793774319065136, 'ema_short': 1.043971982079431, 'ema_medium': 1.0441065431498586, 'ema_long': 1.0439775413580694, 'bb_upper': 1.044664567895796, 'bb_lower': 1.043674932104204, 'bb_sma': 1.04416975},None
2025-01-22 16:25:40,analysis,1.04395,{'rsi': 28.793774319065136, 'ema_short': 1.043971982079431, 'ema_medium': 1.0441065431498586, 'ema_long': 1.0439775413580694, 'bb_upper': 1.044664567895796, 'bb_lower': 1.043674932104204, 'bb_sma': 1.04416975},None
2025-01-22 16:25:42,analysis,1.04395,{'rsi': 28.793774319065136, 'ema_short': 1.043971982079431, 'ema_medium': 1.0441065431498586, 'ema_long': 1.0439775413580694, 'bb_upper': 1.044664567895796, 'bb_lower': 1.043674932104204, 'bb_sma': 1.04416975},None
2025-01-22 16:25:43,analysis,1.04395,{'rsi': 28.793774319065136, 'ema_short': 1.043971982079431, 'ema_medium': 1.0441065431498586, 'ema_long': 1.0439775413580694, 'bb_upper': 1.044664567895796, 'bb_lower': 1.043674932104204, 'bb_sma': 1.04416975},None
2025-01-22 16:25:45,analysis,1.04395,{'rsi': 28.793774319065136, 'ema_short': 1.043971982079431, 'ema_medium': 1.0441065431498586, 'ema_long': 1.0439775413580694, 'bb_upper': 1.044664567895796, 'bb_lower': 1.043674932104204, 'bb_sma': 1.04416975},None
2025-01-22 16:25:46,analysis,1.04395,{'rsi': 28.793774319065136, 'ema_short': 1.043971982079431, 'ema_medium': 1.0441065431498586, 'ema_long': 1.0439775413580694, 'bb_upper': 1.044664567895796, 'bb_lower': 1.043674932104204, 'bb_sma': 1.04416975},None
2025-01-22 16:25:48,analysis,1.04395,{'rsi': 28.793774319065136, 'ema_short': 1.043971982079431, 'ema_medium': 1.0441065431498586, 'ema_long': 1.0439775413580694, 'bb_upper': 1.044664567895796, 'bb_lower': 1.043674932104204, 'bb_sma': 1.04416975},None
2025-01-22 16:25:49,analysis,1.04395,{'rsi': 28.793774319065136, 'ema_short': 1.043971982079431, 'ema_medium': 1.0441065431498586, 'ema_long': 1.0439775413580694, 'bb_upper': 1.044664567895796, 'bb_lower': 1.043674932104204, 'bb_sma': 1.04416975},None
2025-01-22 16:25:51,analysis,1.04395,{'rsi': 28.793774319065136, 'ema_short': 1.043971982079431, 'ema_medium': 1.0441065431498586, 'ema_long': 1.0439775413580694, 'bb_upper': 1.044664567895796, 'bb_lower': 1.043674932104204, 'bb_sma': 1.04416975},None
2025-01-22 16:25:52,analysis,1.04395,{'rsi': 28.793774319065136, 'ema_short': 1.043971982079431, 'ema_medium': 1.0441065431498586, 'ema_long': 1.0439775413580694, 'bb_upper': 1.044664567895796, 'bb_lower': 1.043674932104204, 'bb_sma': 1.04416975},None
2025-01-22 16:25:54,analysis,1.04395,{'rsi': 28.793774319065136, 'ema_short': 1.043971982079431, 'ema_medium': 1.0441065431498586, 'ema_long': 1.0439775413580694, 'bb_upper': 1.044664567895796, 'bb_lower': 1.043674932104204, 'bb_sma': 1.04416975},None
2025-01-22 16:25:55,analysis,1.04395,{'rsi': 28.793774319065136, 'ema_short': 1.043971982079431, 'ema_medium': 1.0441065431498586, 'ema_long': 1.0439775413580694, 'bb_upper': 1.044664567895796, 'bb_lower': 1.043674932104204, 'bb_sma': 1.04416975},None
2025-01-22 16:25:57,analysis,1.04395,{'rsi': 28.793774319065136, 'ema_short': 1.043971982079431, 'ema_medium': 1.0441065431498586, 'ema_long': 1.0439775413580694, 'bb_upper': 1.044664567895796, 'bb_lower': 1.043674932104204, 'bb_sma': 1.04416975},None
2025-01-22 16:25:58,analysis,1.04395,{'rsi': 28.793774319065136, 'ema_short': 1.043971982079431, 'ema_medium': 1.0441065431498586, 'ema_long': 1.0439775413580694, 'bb_upper': 1.044664567895796, 'bb_lower': 1.043674932104204, 'bb_sma': 1.04416975},None
2025-01-22 16:26:00,analysis,1.04395,{'rsi': 28.793774319065136, 'ema_short': 1.043971982079431, 'ema_medium': 1.0441065431498586, 'ema_long': 1.0439775413580694, 'bb_upper': 1.044664567895796, 'bb_lower': 1.043674932104204, 'bb_sma': 1.04416975},None
2025-01-22 16:26:01,analysis,1.04384,{'rsi': 27.306273062733837, 'ema_short': 1.0439261539191464, 'ema_medium': 1.0440876206554177, 'ema_long': 1.0439738252892776, 'bb_upper': 1.044651136947654, 'bb_lower': 1.0437003630523458, 'bb_sma': 1.04417575},None
2025-01-22 16:26:03,analysis,1.04384,{'rsi': 27.306273062733837, 'ema_short': 1.0439261539191464, 'ema_medium': 1.0440876206554177, 'ema_long': 1.0439738252892776, 'bb_upper': 1.044651136947654, 'bb_lower': 1.0437003630523458, 'bb_sma': 1.04417575},None
2025-01-22 16:26:04,analysis,1.04384,{'rsi': 27.306273062733837, 'ema_short': 1.0439261539191464, 'ema_medium': 1.0440876206554177, 'ema_long': 1.0439738252892776, 'bb_upper': 1.044651136947654, 'bb_lower': 1.0437003630523458, 'bb_sma': 1.04417575},None
2025-01-22 16:26:06,analysis,1.04384,{'rsi': 27.306273062733837, 'ema_short': 1.0439261539191464, 'ema_medium': 1.0440876206554177, 'ema_long': 1.0439738252892776, 'bb_upper': 1.044651136947654, 'bb_lower': 1.0437003630523458, 'bb_sma': 1.04417575},None
2025-01-22 16:26:07,analysis,1.04384,{'rsi': 27.306273062733837, 'ema_short': 1.0439261539191464, 'ema_medium': 1.0440876206554177, 'ema_long': 1.0439738252892776, 'bb_upper': 1.044651136947654, 'bb_lower': 1.0437003630523458, 'bb_sma': 1.04417575},None
2025-01-22 16:26:09,analysis,1.04384,{'rsi': 27.306273062733837, 'ema_short': 1.0439261539191464, 'ema_medium': 1.0440876206554177, 'ema_long': 1.0439738252892776, 'bb_upper': 1.044651136947654, 'bb_lower': 1.0437003630523458, 'bb_sma': 1.04417575},None
2025-01-22 16:26:11,analysis,1.04384,{'rsi': 27.306273062733837, 'ema_short': 1.0439261539191464, 'ema_medium': 1.0440876206554177, 'ema_long': 1.0439738252892776, 'bb_upper': 1.044651136947654, 'bb_lower': 1.0437003630523458, 'bb_sma': 1.04417575},None
2025-01-22 16:26:12,analysis,1.04384,{'rsi': 27.306273062733837, 'ema_short': 1.0439261539191464, 'ema_medium': 1.0440876206554177, 'ema_long': 1.0439738252892776, 'bb_upper': 1.044651136947654, 'bb_lower': 1.0437003630523458, 'bb_sma': 1.04417575},None
2025-01-22 16:26:14,analysis,1.04384,{'rsi': 27.306273062733837, 'ema_short': 1.0439261539191464, 'ema_medium': 1.0440876206554177, 'ema_long': 1.0439738252892776, 'bb_upper': 1.044651136947654, 'bb_lower': 1.0437003630523458, 'bb_sma': 1.04417575},None
2025-01-22 16:26:15,analysis,1.04384,{'rsi': 27.306273062733837, 'ema_short': 1.0439261539191464, 'ema_medium': 1.0440876206554177, 'ema_long': 1.0439738252892776, 'bb_upper': 1.044651136947654, 'bb_lower': 1.0437003630523458, 'bb_sma': 1.04417575},None
2025-01-22 16:26:17,analysis,1.04384,{'rsi': 27.306273062733837, 'ema_short': 1.0439261539191464, 'ema_medium': 1.0440876206554177, 'ema_long': 1.0439738252892776, 'bb_upper': 1.044651136947654, 'bb_lower': 1.0437003630523458, 'bb_sma': 1.04417575},None
2025-01-22 16:26:18,analysis,1.04384,{'rsi': 27.306273062733837, 'ema_short': 1.0439261539191464, 'ema_medium': 1.0440876206554177, 'ema_long': 1.0439738252892776, 'bb_upper': 1.044651136947654, 'bb_lower': 1.0437003630523458, 'bb_sma': 1.04417575},None
2025-01-22 16:26:20,analysis,1.04384,{'rsi': 27.306273062733837, 'ema_short': 1.0439261539191464, 'ema_medium': 1.0440876206554177, 'ema_long': 1.0439738252892776, 'bb_upper': 1.044651136947654, 'bb_lower': 1.0437003630523458, 'bb_sma': 1.04417575},None
2025-01-22 16:26:21,analysis,1.04384,{'rsi': 27.306273062733837, 'ema_short': 1.0439261539191464, 'ema_medium': 1.0440876206554177, 'ema_long': 1.0439738252892776, 'bb_upper': 1.044651136947654, 'bb_lower': 1.0437003630523458, 'bb_sma': 1.04417575},None
2025-01-22 16:26:22,analysis,1.04384,{'rsi': 27.306273062733837, 'ema_short': 1.0439261539191464, 'ema_medium': 1.0440876206554177, 'ema_long': 1.0439738252892776, 'bb_upper': 1.044651136947654, 'bb_lower': 1.0437003630523458, 'bb_sma': 1.04417575},None
2025-01-22 16:26:24,analysis,1.04384,{'rsi': 27.306273062733837, 'ema_short': 1.0439261539191464, 'ema_medium': 1.0440876206554177, 'ema_long': 1.0439738252892776, 'bb_upper': 1.044651136947654, 'bb_lower': 1.0437003630523458, 'bb_sma': 1.04417575},None
2025-01-22 16:26:25,analysis,1.04384,{'rsi': 27.306273062733837, 'ema_short': 1.0439261539191464, 'ema_medium': 1.0440876206554177, 'ema_long': 1.0439738252892776, 'bb_upper': 1.044651136947654, 'bb_lower': 1.0437003630523458, 'bb_sma': 1.04417575},None
2025-01-22 16:26:26,analysis,1.04384,{'rsi': 27.306273062733837, 'ema_short': 1.0439261539191464, 'ema_medium': 1.0440876206554177, 'ema_long': 1.0439738252892776, 'bb_upper': 1.044651136947654, 'bb_lower': 1.0437003630523458, 'bb_sma': 1.04417575},None
2025-01-22 16:26:28,analysis,1.04384,{'rsi': 27.306273062733837, 'ema_short': 1.0439261539191464, 'ema_medium': 1.0440876206554177, 'ema_long': 1.0439738252892776, 'bb_upper': 1.044651136947654, 'bb_lower': 1.0437003630523458, 'bb_sma': 1.04417575},None
2025-01-22 16:26:29,analysis,1.04384,{'rsi': 27.306273062733837, 'ema_short': 1.0439261539191464, 'ema_medium': 1.0440876206554177, 'ema_long': 1.0439738252892776, 'bb_upper': 1.044651136947654, 'bb_lower': 1.0437003630523458, 'bb_sma': 1.04417575},None
2025-01-22 16:26:31,analysis,1.04384,{'rsi': 27.306273062733837, 'ema_short': 1.0439261539191464, 'ema_medium': 1.0440876206554177, 'ema_long': 1.0439738252892776, 'bb_upper': 1.044651136947654, 'bb_lower': 1.0437003630523458, 'bb_sma': 1.04417575},None
2025-01-22 16:26:32,analysis,1.04384,{'rsi': 27.306273062733837, 'ema_short': 1.0439261539191464, 'ema_medium': 1.0440876206554177, 'ema_long': 1.0439738252892776, 'bb_upper': 1.044651136947654, 'bb_lower': 1.0437003630523458, 'bb_sma': 1.04417575},None
2025-01-22 16:26:33,analysis,1.04384,{'rsi': 27.306273062733837, 'ema_short': 1.0439261539191464, 'ema_medium': 1.0440876206554177, 'ema_long': 1.0439738252892776, 'bb_upper': 1.044651136947654, 'bb_lower': 1.0437003630523458, 'bb_sma': 1.04417575},None
2025-01-22 16:26:35,analysis,1.04384,{'rsi': 27.306273062733837, 'ema_short': 1.0439261539191464, 'ema_medium': 1.0440876206554177, 'ema_long': 1.0439738252892776, 'bb_upper': 1.044651136947654, 'bb_lower': 1.0437003630523458, 'bb_sma': 1.04417575},None
2025-01-22 16:26:36,analysis,1.04384,{'rsi': 27.306273062733837, 'ema_short': 1.0439261539191464, 'ema_medium': 1.0440876206554177, 'ema_long': 1.0439738252892776, 'bb_upper': 1.044651136947654, 'bb_lower': 1.0437003630523458, 'bb_sma': 1.04417575},None
2025-01-22 16:26:37,analysis,1.04384,{'rsi': 27.306273062733837, 'ema_short': 1.0439261539191464, 'ema_medium': 1.0440876206554177, 'ema_long': 1.0439738252892776, 'bb_upper': 1.044651136947654, 'bb_lower': 1.0437003630523458, 'bb_sma': 1.04417575},None
2025-01-22 16:26:39,analysis,1.04384,{'rsi': 27.306273062733837, 'ema_short': 1.0439261539191464, 'ema_medium': 1.0440876206554177, 'ema_long': 1.0439738252892776, 'bb_upper': 1.044651136947654, 'bb_lower': 1.0437003630523458, 'bb_sma': 1.04417575},None
2025-01-22 16:26:40,analysis,1.04384,{'rsi': 27.306273062733837, 'ema_short': 1.0439261539191464, 'ema_medium': 1.0440876206554177, 'ema_long': 1.0439738252892776, 'bb_upper': 1.044651136947654, 'bb_lower': 1.0437003630523458, 'bb_sma': 1.04417575},None
2025-01-22 16:26:41,analysis,1.04384,{'rsi': 27.306273062733837, 'ema_short': 1.0439261539191464, 'ema_medium': 1.0440876206554177, 'ema_long': 1.0439738252892776, 'bb_upper': 1.044651136947654, 'bb_lower': 1.0437003630523458, 'bb_sma': 1.04417575},None
2025-01-22 16:26:42,analysis,1.04384,{'rsi': 27.306273062733837, 'ema_short': 1.0439261539191464, 'ema_medium': 1.0440876206554177, 'ema_long': 1.0439738252892776, 'bb_upper': 1.044651136947654, 'bb_lower': 1.0437003630523458, 'bb_sma': 1.04417575},None
2025-01-22 16:26:44,analysis,1.04384,{'rsi': 27.306273062733837, 'ema_short': 1.0439261539191464, 'ema_medium': 1.0440876206554177, 'ema_long': 1.0439738252892776, 'bb_upper': 1.044651136947654, 'bb_lower': 1.0437003630523458, 'bb_sma': 1.04417575},None
