timestamp,action,price,indicators,result
2025-01-20 20:36:35,analysis,1.038565,{'rsi': np.float64(42.17), 'ema_short': np.float64(1.0379), 'ema_medium': np.float64(1.0377), 'ema_long': np.float64(1.0388), 'bb_upper': np.float64(1.03916), 'bb_lower': np.float64(1.03629), 'bb_sma': np.float64(1.03772)},None
2025-01-20 20:36:37,analysis,1.03856,{'rsi': np.float64(42.17), 'ema_short': np.float64(1.03811), 'ema_medium': np.float64(1.03771), 'ema_long': np.float64(1.03876), 'bb_upper': np.float64(1.03922), 'bb_lower': np.float64(1.03627), 'bb_sma': np.float64(1.03775)},None
2025-01-20 20:36:38,analysis,1.038515,{'rsi': np.float64(42.17), 'ema_short': np.float64(1.03816), 'ema_medium': np.float64(1.0377), 'ema_long': np.float64(1.03872), 'bb_upper': np.float64(1.03928), 'bb_lower': np.float64(1.03626), 'bb_sma': np.float64(1.03777)},None
2025-01-20 20:36:39,analysis,1.038505,{'rsi': np.float64(42.17), 'ema_short': np.float64(1.03828), 'ema_medium': np.float64(1.03769), 'ema_long': np.float64(1.03867), 'bb_upper': np.float64(1.03935), 'bb_lower': np.float64(1.03627), 'bb_sma': np.float64(1.03781)},None
2025-01-20 20:36:41,analysis,1.03856,{'rsi': np.float64(42.17), 'ema_short': np.float64(1.03845), 'ema_medium': np.float64(1.03771), 'ema_long': np.float64(1.03863), 'bb_upper': np.float64(1.03942), 'bb_lower': np.float64(1.03627), 'bb_sma': np.float64(1.03784)},None
2025-01-20 20:36:42,analysis,1.038555,{'rsi': np.float64(42.17), 'ema_short': np.float64(1.03859), 'ema_medium': np.float64(1.03772), 'ema_long': np.float64(1.03858), 'bb_upper': np.float64(1.03947), 'bb_lower': np.float64(1.03626), 'bb_sma': np.float64(1.03786)},None
2025-01-20 20:36:43,analysis,1.03871,{'rsi': np.float64(42.17), 'ema_short': np.float64(1.03852), 'ema_medium': np.float64(1.03772), 'ema_long': np.float64(1.03853), 'bb_upper': np.float64(1.03952), 'bb_lower': np.float64(1.03625), 'bb_sma': np.float64(1.03789)},None
2025-01-20 20:36:45,analysis,1.03873,{'rsi': np.float64(42.17), 'ema_short': np.float64(1.03857), 'ema_medium': np.float64(1.03771), 'ema_long': np.float64(1.03849), 'bb_upper': np.float64(1.03959), 'bb_lower': np.float64(1.03637), 'bb_sma': np.float64(1.03798)},None
2025-01-20 20:36:46,analysis,1.038615,{'rsi': np.float64(42.17), 'ema_short': np.float64(1.03858), 'ema_medium': np.float64(1.0378), 'ema_long': np.float64(1.03845), 'bb_upper': np.float64(1.0394), 'bb_lower': np.float64(1.03683), 'bb_sma': np.float64(1.03812)},None
2025-01-20 20:36:47,analysis,1.038615,{'rsi': np.float64(42.17), 'ema_short': np.float64(1.03858), 'ema_medium': np.float64(1.03797), 'ema_long': np.float64(1.0384), 'bb_upper': np.float64(1.03941), 'bb_lower': np.float64(1.03698), 'bb_sma': np.float64(1.0382)},None
2025-01-20 20:36:49,analysis,1.038595,{'rsi': np.float64(42.17), 'ema_short': np.float64(1.03859), 'ema_medium': np.float64(1.03806), 'ema_long': np.float64(1.03836), 'bb_upper': np.float64(1.03936), 'bb_lower': np.float64(1.03719), 'bb_sma': np.float64(1.03827)},None
2025-01-20 20:36:51,analysis,1.038495,{'rsi': np.float64(42.17), 'ema_short': np.float64(1.03859), 'ema_medium': np.float64(1.03816), 'ema_long': np.float64(1.03832), 'bb_upper': np.float64(1.03929), 'bb_lower': np.float64(1.0374), 'bb_sma': np.float64(1.03834)},None
2025-01-20 20:36:52,analysis,1.0387,{'rsi': np.float64(42.17), 'ema_short': np.float64(1.03862), 'ema_medium': np.float64(1.03826), 'ema_long': np.float64(1.03827), 'bb_upper': np.float64(1.03917), 'bb_lower': np.float64(1.03768), 'bb_sma': np.float64(1.03843)},None
2025-01-20 20:36:53,analysis,1.038715,{'rsi': np.float64(42.17), 'ema_short': np.float64(1.03864), 'ema_medium': np.float64(1.03836), 'ema_long': np.float64(1.03824), 'bb_upper': np.float64(1.03919), 'bb_lower': np.float64(1.03773), 'bb_sma': np.float64(1.03846)},None
2025-01-20 20:36:54,analysis,1.038735,{'rsi': np.float64(42.17), 'ema_short': np.float64(1.03866), 'ema_medium': np.float64(1.0384), 'ema_long': np.float64(1.0382), 'bb_upper': np.float64(1.03915), 'bb_lower': np.float64(1.03788), 'bb_sma': np.float64(1.03852)},None
2025-01-20 20:36:56,analysis,1.03872,{'rsi': np.float64(42.17), 'ema_short': np.float64(1.03865), 'ema_medium': np.float64(1.03847), 'ema_long': np.float64(1.03816), 'bb_upper': np.float64(1.03904), 'bb_lower': np.float64(1.03812), 'bb_sma': np.float64(1.03858)},None
2025-01-20 20:36:57,analysis,1.038615,{'rsi': np.float64(42.17), 'ema_short': np.float64(1.03863), 'ema_medium': np.float64(1.03855), 'ema_long': np.float64(1.03813), 'bb_upper': np.float64(1.03888), 'bb_lower': np.float64(1.03836), 'bb_sma': np.float64(1.03862)},None
2025-01-20 20:36:59,analysis,1.03854,{'rsi': np.float64(42.17), 'ema_short': np.float64(1.03863), 'ema_medium': np.float64(1.03861), 'ema_long': np.float64(1.03811), 'bb_upper': np.float64(1.0388), 'bb_lower': np.float64(1.0384), 'bb_sma': np.float64(1.0386)},None
2025-01-20 20:37:00,analysis,1.03844,{'rsi': np.float64(42.17), 'ema_short': np.float64(1.03862), 'ema_medium': np.float64(1.03858), 'ema_long': np.float64(1.03809), 'bb_upper': np.float64(1.03878), 'bb_lower': np.float64(1.03843), 'bb_sma': np.float64(1.0386)},None
2025-01-20 20:37:01,analysis,1.038425,{'rsi': np.float64(42.17), 'ema_short': np.float64(1.03862), 'ema_medium': np.float64(1.03859), 'ema_long': np.float64(1.03807), 'bb_upper': np.float64(1.03878), 'bb_lower': np.float64(1.03841), 'bb_sma': np.float64(1.0386)},None
2025-01-20 20:37:03,analysis,1.038395,{'rsi': np.float64(42.17), 'ema_short': np.float64(1.03862), 'ema_medium': np.float64(1.03859), 'ema_long': np.float64(1.03806), 'bb_upper': np.float64(1.0388), 'bb_lower': np.float64(1.03838), 'bb_sma': np.float64(1.03859)},None
2025-01-20 20:37:04,analysis,1.038395,{'rsi': np.float64(42.17), 'ema_short': np.float64(1.0386), 'ema_medium': np.float64(1.03858), 'ema_long': np.float64(1.03804), 'bb_upper': np.float64(1.0388), 'bb_lower': np.float64(1.03835), 'bb_sma': np.float64(1.03858)},None
2025-01-20 20:37:05,analysis,1.038395,{'rsi': np.float64(42.17), 'ema_short': np.float64(1.03856), 'ema_medium': np.float64(1.03858), 'ema_long': np.float64(1.03803), 'bb_upper': np.float64(1.03881), 'bb_lower': np.float64(1.03834), 'bb_sma': np.float64(1.03857)},None
2025-01-20 20:37:07,analysis,1.038395,{'rsi': np.float64(42.17), 'ema_short': np.float64(1.03851), 'ema_medium': np.float64(1.03858), 'ema_long': np.float64(1.03802), 'bb_upper': np.float64(1.03881), 'bb_lower': np.float64(1.03832), 'bb_sma': np.float64(1.03857)},None
2025-01-20 20:37:08,analysis,1.03839,{'rsi': np.float64(42.17), 'ema_short': np.float64(1.03846), 'ema_medium': np.float64(1.03858), 'ema_long': np.float64(1.03802), 'bb_upper': np.float64(1.03882), 'bb_lower': np.float64(1.0383), 'bb_sma': np.float64(1.03856)},None
2025-01-20 20:37:09,analysis,1.03839,{'rsi': np.float64(42.17), 'ema_short': np.float64(1.03843), 'ema_medium': np.float64(1.03858), 'ema_long': np.float64(1.03802), 'bb_upper': np.float64(1.03882), 'bb_lower': np.float64(1.03828), 'bb_sma': np.float64(1.03855)},None
2025-01-20 20:37:11,analysis,1.038365,{'rsi': np.float64(42.17), 'ema_short': np.float64(1.0384), 'ema_medium': np.float64(1.03857), 'ema_long': np.float64(1.03802), 'bb_upper': np.float64(1.0388), 'bb_lower': np.float64(1.03826), 'bb_sma': np.float64(1.03853)},None
2025-01-20 20:37:12,analysis,1.03836,{'rsi': np.float64(42.17), 'ema_short': np.float64(1.03839), 'ema_medium': np.float64(1.03856), 'ema_long': np.float64(1.03804), 'bb_upper': np.float64(1.03878), 'bb_lower': np.float64(1.03825), 'bb_sma': np.float64(1.03851)},None
2025-01-20 20:37:13,analysis,1.0384,{'rsi': np.float64(42.17), 'ema_short': np.float64(1.03839), 'ema_medium': np.float64(1.03854), 'ema_long': np.float64(1.03806), 'bb_upper': np.float64(1.03877), 'bb_lower': np.float64(1.03824), 'bb_sma': np.float64(1.0385)},None
2025-01-20 20:37:15,analysis,1.038295,{'rsi': np.float64(42.17), 'ema_short': np.float64(1.03838), 'ema_medium': np.float64(1.03853), 'ema_long': np.float64(1.03809), 'bb_upper': np.float64(1.03876), 'bb_lower': np.float64(1.03821), 'bb_sma': np.float64(1.03849)},None
2025-01-20 20:37:16,analysis,1.038305,{'rsi': np.float64(38.98), 'ema_short': np.float64(1.03837), 'ema_medium': np.float64(1.03851), 'ema_long': np.float64(1.0381), 'bb_upper': np.float64(1.03875), 'bb_lower': np.float64(1.03819), 'bb_sma': np.float64(1.03847)},None
2025-01-20 20:37:17,analysis,1.038315,{'rsi': np.float64(38.72), 'ema_short': np.float64(1.03837), 'ema_medium': np.float64(1.0385), 'ema_long': np.float64(1.0381), 'bb_upper': np.float64(1.03875), 'bb_lower': np.float64(1.03817), 'bb_sma': np.float64(1.03846)},None
2025-01-20 20:37:19,analysis,1.038355,{'rsi': np.float64(40.51), 'ema_short': np.float64(1.03836), 'ema_medium': np.float64(1.0385), 'ema_long': np.float64(1.0381), 'bb_upper': np.float64(1.03872), 'bb_lower': np.float64(1.03818), 'bb_sma': np.float64(1.03845)},None
2025-01-20 20:37:20,analysis,1.038365,{'rsi': np.float64(37.61), 'ema_short': np.float64(1.03836), 'ema_medium': np.float64(1.03848), 'ema_long': np.float64(1.03812), 'bb_upper': np.float64(1.03867), 'bb_lower': np.float64(1.03819), 'bb_sma': np.float64(1.03843)},None
